gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,100.35,2424,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.6,1062,No
Female,0,No,No,2,No,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.25,6211,Yes
Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),106.15,5072,No
Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),51.1,424,No
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.9,1492,No
Female,1,Yes,No,72,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,25.7,1538,No
Female,1,No,No,14,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.3,191,Yes
Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),99.4,4279,No
Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,69.7,2627,No
Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.35,4129,No
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.45,1928,No
Male,1,No,No,68,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.9,5209,No
Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.75,575,No
Female,0,No,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),89.2,6513,No
Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.1,1917,Yes
Male,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.6,4745,Yes
Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.0,1718,Yes
Male,0,Yes,No,72,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25.75,1435,No
Male,0,Yes,Yes,70,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),84.1,4897,No
Female,0,Yes,Yes,49,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,79.3,3346,No
Female,1,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,107.05,5600,No
Male,0,No,No,46,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,20.05,6331,No
Female,1,No,No,64,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,70.2,3801,Yes
Female,0,Yes,No,37,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,19.5,6041,No
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.75,976,Yes
Female,1,Yes,No,13,No,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.3,4417,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),115.15,6159,No
Male,0,Yes,Yes,68,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.95,4196,No
Male,0,Yes,Yes,15,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.65,2883,No
Female,0,No,No,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,19.55,3982,No
Female,0,No,No,24,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.55,1893,No
Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.35,753,No
Male,0,No,No,12,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,50.25,4865,Yes
Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,87.25,5112,No
Male,0,Yes,Yes,67,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20.8,755,No
Female,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,109.25,5404,No
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.35,1613,No
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.9,2018,No
Female,1,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,79.2,2812,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.0,123,Yes
Male,0,Yes,Yes,52,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.2,3432,No
Male,0,No,No,10,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.0,1896,No
Male,0,No,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,101.35,5580,No
Female,0,No,No,54,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.1,4523,Yes
Female,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),56.5,1988,Yes
Female,0,Yes,No,52,No,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),35.45,1561,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.0,6206,Yes
Male,0,Yes,No,70,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,79.4,4590,No
Male,0,No,No,43,No,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Mailed check,35.2,859,No
Male,0,No,No,52,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.65,54,No
Female,0,No,No,12,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),49.85,4583,No
Female,0,Yes,Yes,56,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No internet service,One year,No,Electronic check,68.75,3270,No
Male,0,No,Yes,0,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,61.9,0,No
Male,0,No,No,42,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),79.9,2878,No
Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.75,1540,No
Male,0,Yes,Yes,51,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),59.3,2612,Yes
Male,0,No,No,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19.4,3910,No
Male,1,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,93.65,4084,No
Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.4,1397,Yes
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.9,1492,No
Male,0,No,No,35,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),55.0,1639,Yes
Male,1,Yes,Yes,71,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,72.9,4323,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,5442,Yes
Female,0,Yes,Yes,69,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,25.6,1160,No
Male,0,Yes,Yes,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.75,2684,No
Male,0,Yes,No,57,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),55.7,2756,No
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,117.5,6261,No
Male,0,No,No,48,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,19.85,6356,No
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),78.9,2588,No
Male,0,Yes,Yes,31,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.65,5530,No
Male,0,No,No,38,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),62.3,1995,Yes
Male,1,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.5,3007,Yes
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.65,1487,No
Male,1,No,No,57,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,79.75,3767,No
Female,1,Yes,No,62,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,79.95,4070,No
Male,0,Yes,No,3,No,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.9,6367,No
Female,0,No,Yes,72,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),19.75,1017,No
Male,0,No,Yes,29,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),45.0,445,No
Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,4628,No
Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.65,1822,Yes
Female,0,No,No,11,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.1,4441,No
Female,0,No,Yes,21,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),53.15,342,No
Female,0,No,No,19,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,24.7,3937,No
Male,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,111.6,5424,Yes
Female,0,No,No,11,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,48.55,4240,Yes
Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.95,3248,No
Male,0,No,Yes,25,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.8,3909,No
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.2,1610,Yes
Female,0,No,No,67,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,25.6,1329,No
Male,0,No,No,19,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.65,5683,Yes
Male,0,No,No,56,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24.9,602,Yes
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,108.4,5897,No
Male,0,No,No,43,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.55,6277,No
Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.1,3912,No
Male,0,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.7,251,Yes
Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1333,No
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.15,6289,No
Female,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.15,5887,No
Female,0,Yes,No,14,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),105.95,636,Yes
Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,89.35,1182,No
Female,0,No,No,20,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,89.1,1452,No
Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,91.25,3427,No
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.35,3690,No
Female,1,Yes,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.55,5620,No
Female,0,Yes,No,40,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.1,5915,No
Male,0,Yes,Yes,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,20.4,136,No
Male,0,No,No,39,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),100.45,3261,No
Male,1,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.95,2674,Yes
Male,0,No,No,15,No,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.7,3720,Yes
Male,0,Yes,No,1,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.35,4227,Yes
Female,1,No,No,45,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,85.7,3243,No
Female,0,Yes,No,64,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),47.85,2737,Yes
Female,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,94.0,4521,No
Male,0,Yes,Yes,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,69.85,4305,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.3,5507,Yes
Male,0,Yes,No,72,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25.85,1446,No
Female,0,No,No,3,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),71.1,1751,No
Male,1,No,No,55,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.8,4651,Yes
Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),93.35,4481,No
Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.85,1301,Yes
Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,80.3,2130,Yes
Female,0,No,No,4,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.55,1991,No
Female,1,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,4376,Yes
